text,label
Highly recommend this jacket — it works smoothly every single day.,1
"I'm frustrated with this laptop, delivery took forever and arrived damaged.",0
"I'm impressed by this movie, it saved me so much time.",1
The game works great and it saved me so much time.,1
Highly recommend this jacket — it saved me so much time.,1
"I'm impressed by this speaker, it does exactly what it promises.",1
"I'm frustrated with this movie, the build quality is awful.",0
"Really disappointed with this camera, the design is clunky and impractical.",0
The camera broke quickly and delivery took forever and arrived damaged.,0
"Best blender I've bought in years, it works smoothly every single day.",1
The service works great and it lasted way longer than expected.,1
"One star for this movie, it wasted so much of my time.",0
The laptop broke quickly and the price was a total ripoff.,0
"This app is fantastic, it does exactly what it promises.",1
"I absolutely loved this software, it exceeded every expectation.",1
"This game exceeded my expectations, it does exactly what it promises.",1
"One star for this camera, it broke after just a few days.",0
"Really disappointed with this camera, the build quality is awful.",0
"I'm impressed by this phone, it does exactly what it promises.",1
"This app is terrible, the design is clunky and impractical.",0
"Worst software I've ever bought, it wasted so much of my time.",0
"This jacket is fantastic, the build quality is excellent.",1
"This speaker is terrible, it wasted so much of my time.",0
"This movie is terrible, it broke after just a few days.",0
Highly recommend this game — everyone in my family loves it.,1
"Really happy with this hotel, it saved me so much time.",1
"This speaker exceeded my expectations, it lasted way longer than expected.",1
"What an awful game, it broke after just a few days.",0
"I'm frustrated with this headphones, it keeps crashing every single day.",0
"Really disappointed with this software, it wasted so much of my time.",0
"Best chair I've bought in years, it works smoothly every single day.",1
"Five stars for this speaker, everyone in my family loves it.",1
"What a wonderful service, the price was totally worth it.",1
"Best course I've bought in years, everyone in my family loves it.",1
"What an awful software, it wasted so much of my time.",0
"What a wonderful speaker, it saved me so much time.",1
The software broke quickly and nobody in my family likes it.,0
"Really disappointed with this laptop, it wasted so much of my time.",0
"I'm frustrated with this game, it wasted so much of my time.",0
Do not buy this jacket — it wasted so much of my time.,0
"This game is fantastic, the design is beautiful and practical.",1
"Worst laptop I've ever bought, delivery took forever and arrived damaged.",0
"Really disappointed with this service, the design is clunky and impractical.",0
"One star for this camera, the design is clunky and impractical.",0
"Really disappointed with this watch, it broke after just a few days.",0
"What a wonderful laptop, it lasted way longer than expected.",1
"Worst laptop I've ever bought, the build quality is awful.",0
"What an awful book, it broke after just a few days.",0
"I'm impressed by this book, it saved me so much time.",1
"I'm impressed by this software, delivery was fast and easy.",1
"I absolutely loved this speaker, it surpassed every expectation.",1
Highly recommend this restaurant — the price was totally worth it.,1
"What an awful camera, customer support ignored my messages.",0
"Really happy with this headphones, customer support was super helpful.",1
"What an awful hotel, the build quality is awful.",0
"Worst book I've ever bought, the design is clunky and impractical.",0
"Five stars for this restaurant, everyone in my family loves it.",1
"I'm frustrated with this restaurant, nobody in my family likes it.",0
The course broke quickly and the design is clunky and impractical.,0
The phone works great and the design is beautiful and practical.,1
"I'm impressed by this jacket, it saved me so much time.",1
"This speaker fell short of my expectations, it broke after just a few days.",0
Do not buy this jacket — delivery took forever and arrived damaged.,0
"This restaurant fell short of my expectations, customer support ignored my messages.",0
"Worst app I've ever bought, it never does what it promises.",0
"This chair exceeded my expectations, it works smoothly every single day.",1
"Best backpack I've bought in years, it lasted way longer than expected.",1
"This laptop exceeded my expectations, the price was totally worth it.",1
"What a wonderful phone, customer support was super helpful.",1
Do not buy this software — it broke after just a few days.,0
The chair works great and the design is beautiful and practical.,1
"What an awful speaker, it wasted so much of my time.",0
"I'm frustrated with this book, it wasted so much of my time.",0
"What an awful book, it keeps crashing every single day.",0
"One star for this service, the price was a total ripoff.",0
"Best movie I've bought in years, it does exactly what it promises.",1
"This laptop is fantastic, it works smoothly every single day.",1
"Really happy with this hotel, the price was totally worth it.",1
"This tool fell short of my expectations, the design is clunky and impractical.",0
"Worst app I've ever bought, it keeps crashing every single day.",0
Do not buy this app — it wasted so much of my time.,0
"This service is fantastic, it does exactly what it promises.",1
"This restaurant is terrible, the build quality is awful.",0
"Really happy with this headphones, the design is beautiful and practical.",1
Do not buy this watch — the build quality is awful.,0
The app broke quickly and the price was a total ripoff.,0
"Best camera I've bought in years, it does exactly what it promises.",1
"This restaurant fell short of my expectations, it never does what it promises.",0
"One star for this app, nobody in my family likes it.",0
"Really happy with this book, it works smoothly every single day.",1
"One star for this blender, it never does what it promises.",0
"I hated this hotel, it wasted completely.",0
"This restaurant is fantastic, it does exactly what it promises.",1
The software works great and the build quality is excellent.,1
"This software is terrible, the build quality is awful.",0
"This phone exceeded my expectations, everyone in my family loves it.",1
"Really disappointed with this hotel, it never does what it promises.",0
"What a wonderful software, delivery was fast and easy.",1
The service works great and the price was totally worth it.,1
"Best hotel I've bought in years, it does exactly what it promises.",1
Do not buy this software — the design is clunky and impractical.,0
"This service fell short of my expectations, customer support ignored my messages.",0
"I'm frustrated with this jacket, nobody in my family likes it.",0
"I absolutely loved this chair, it surpassed every expectation.",1
"This speaker is terrible, the price was a total ripoff.",0
"I'm frustrated with this backpack, nobody in my family likes it.",0
Do not buy this headphones — it wasted so much of my time.,0
The laptop works great and the design is beautiful and practical.,1
"I'm impressed by this speaker, everyone in my family loves it.",1
The camera broke quickly and it never does what it promises.,0
"This camera is terrible, delivery took forever and arrived damaged.",0
"I hated this restaurant, it ruined completely.",0
"I absolutely loved this course, it outperformed every expectation.",1
"Best game I've bought in years, customer support was super helpful.",1
The movie works great and the build quality is excellent.,1
Do not buy this game — it keeps crashing every single day.,0
"Worst book I've ever bought, it never does what it promises.",0
The headphones works great and the design is beautiful and practical.,1
"I'm impressed by this backpack, it works smoothly every single day.",1
"This hotel exceeded my expectations, it does exactly what it promises.",1
"What a wonderful service, it saved me so much time.",1
"Five stars for this restaurant, the price was totally worth it.",1
"Best laptop I've bought in years, everyone in my family loves it.",1
"Five stars for this hotel, the build quality is excellent.",1
"Best backpack I've bought in years, it works smoothly every single day.",1
"What a wonderful service, the build quality is excellent.",1
Highly recommend this app — delivery was fast and easy.,1
"This camera is terrible, the build quality is awful.",0
"Really disappointed with this service, it keeps crashing every single day.",0
"I'm frustrated with this camera, it wasted so much of my time.",0
"This game is fantastic, it saved me so much time.",1
"I'm frustrated with this speaker, nobody in my family likes it.",0
"What an awful phone, the design is clunky and impractical.",0
The watch broke quickly and it keeps crashing every single day.,0
"This course exceeded my expectations, the build quality is excellent.",1
"Best service I've bought in years, the build quality is excellent.",1
"One star for this book, it keeps crashing every single day.",0
"This game exceeded my expectations, customer support was super helpful.",1
"What a wonderful book, the design is beautiful and practical.",1
"This service fell short of my expectations, delivery took forever and arrived damaged.",0
"I'm frustrated with this headphones, it wasted so much of my time.",0
"This hotel is fantastic, it lasted way longer than expected.",1
"One star for this speaker, it never does what it promises.",0
"Really disappointed with this hotel, the build quality is awful.",0
"Five stars for this game, it works smoothly every single day.",1
The speaker works great and everyone in my family loves it.,1
"This app fell short of my expectations, customer support ignored my messages.",0
"Five stars for this course, the price was totally worth it.",1
"This software is terrible, the design is clunky and impractical.",0
"Really disappointed with this phone, it wasted so much of my time.",0
Highly recommend this app — the build quality is excellent.,1
"Worst chair I've ever bought, it broke after just a few days.",0
Highly recommend this jacket — the build quality is excellent.,1
"This service exceeded my expectations, it does exactly what it promises.",1
"I'm impressed by this speaker, the design is beautiful and practical.",1
"One star for this laptop, the price was a total ripoff.",0
"Really disappointed with this watch, customer support ignored my messages.",0
"Worst hotel I've ever bought, it keeps crashing every single day.",0
"This hotel exceeded my expectations, the build quality is excellent.",1
"Five stars for this game, it saved me so much time.",1
"I'm impressed by this movie, delivery was fast and easy.",1
"This blender fell short of my expectations, the design is clunky and impractical.",0
"What a wonderful tool, it works smoothly every single day.",1
"Five stars for this restaurant, it lasted way longer than expected.",1
"Really happy with this headphones, it lasted way longer than expected.",1
"Really happy with this speaker, delivery was fast and easy.",1
"I'm frustrated with this laptop, customer support ignored my messages.",0
"This jacket is terrible, it keeps crashing every single day.",0
"This camera is fantastic, it does exactly what it promises.",1
Do not buy this software — nobody in my family likes it.,0
The service works great and the build quality is excellent.,1
"I absolutely loved this chair, it exceeded every expectation.",1
"Best chair I've bought in years, everyone in my family loves it.",1
"Really happy with this blender, it saved me so much time.",1
"I hated this headphones, it wasted completely.",0
"This laptop fell short of my expectations, it broke after just a few days.",0
"This movie fell short of my expectations, customer support ignored my messages.",0
Highly recommend this hotel — delivery was fast and easy.,1
"I absolutely loved this restaurant, it outperformed every expectation.",1
"This software is fantastic, the price was totally worth it.",1
Highly recommend this tool — it lasted way longer than expected.,1
"One star for this chair, it keeps crashing every single day.",0
"This movie is fantastic, delivery was fast and easy.",1
"I'm impressed by this camera, it lasted way longer than expected.",1
"Best chair I've bought in years, the design is beautiful and practical.",1
Do not buy this game — the build quality is awful.,0
"This blender exceeded my expectations, customer support was super helpful.",1
"This blender fell short of my expectations, customer support ignored my messages.",0
"One star for this hotel, it never does what it promises.",0
"What an awful blender, it keeps crashing every single day.",0
"What a wonderful backpack, the price was totally worth it.",1
"This hotel fell short of my expectations, customer support ignored my messages.",0
"This chair is fantastic, the design is beautiful and practical.",1
"One star for this app, it broke after just a few days.",0
The restaurant broke quickly and it keeps crashing every single day.,0
"What a wonderful laptop, the price was totally worth it.",1
"I hated this camera, it wasted completely.",0
"What an awful movie, it wasted so much of my time.",0
"Five stars for this chair, delivery was fast and easy.",1
The laptop works great and it does exactly what it promises.,1
"I absolutely loved this camera, it outperformed every expectation.",1
"This software is terrible, it keeps crashing every single day.",0
"What an awful restaurant, delivery took forever and arrived damaged.",0
"This hotel fell short of my expectations, it wasted so much of my time.",0
"One star for this game, the design is clunky and impractical.",0
"This headphones fell short of my expectations, the price was a total ripoff.",0
"Five stars for this headphones, customer support was super helpful.",1
"This book exceeded my expectations, customer support was super helpful.",1
Do not buy this service — it keeps crashing every single day.,0
"Best restaurant I've bought in years, the design is beautiful and practical.",1
"One star for this chair, it broke after just a few days.",0
"I'm frustrated with this movie, the price was a total ripoff.",0
"This tool is fantastic, everyone in my family loves it.",1
"What an awful watch, it broke after just a few days.",0
Highly recommend this book — it saved me so much time.,1
"I'm impressed by this watch, everyone in my family loves it.",1
"Best movie I've bought in years, the design is beautiful and practical.",1
"I hated this headphones, it destroyed completely.",0
"Best software I've bought in years, customer support was super helpful.",1
"Really happy with this camera, everyone in my family loves it.",1
"I'm frustrated with this phone, delivery took forever and arrived damaged.",0
"I'm frustrated with this blender, the build quality is awful.",0
"Really happy with this speaker, the design is beautiful and practical.",1
"This chair fell short of my expectations, the price was a total ripoff.",0
"Best app I've bought in years, everyone in my family loves it.",1
"Really happy with this restaurant, customer support was super helpful.",1
"I hated this book, it ruined completely.",0
"This backpack is terrible, it keeps crashing every single day.",0
"This tool exceeded my expectations, it lasted way longer than expected.",1
"I'm impressed by this blender, it lasted way longer than expected.",1
The software works great and it lasted way longer than expected.,1
"I hated this headphones, it ruined completely.",0
"What a wonderful tool, it does exactly what it promises.",1
"I'm impressed by this course, it works smoothly every single day.",1
"Really happy with this restaurant, the design is beautiful and practical.",1
"What an awful phone, the price was a total ripoff.",0
"Really disappointed with this speaker, customer support ignored my messages.",0
"This book is terrible, the design is clunky and impractical.",0
Do not buy this tool — it keeps crashing every single day.,0
"Worst headphones I've ever bought, it never does what it promises.",0
"Really disappointed with this service, delivery took forever and arrived damaged.",0
The blender broke quickly and customer support ignored my messages.,0
The speaker broke quickly and it keeps crashing every single day.,0
"Worst app I've ever bought, it wasted so much of my time.",0
"This app is fantastic, it saved me so much time.",1
"This book is terrible, it keeps crashing every single day.",0
"This phone is terrible, the design is clunky and impractical.",0
"Really disappointed with this headphones, it broke after just a few days.",0
"I'm impressed by this watch, it works smoothly every single day.",1
"I absolutely loved this jacket, it outperformed every expectation.",1
"One star for this jacket, the design is clunky and impractical.",0
"Really happy with this watch, it saved me so much time.",1
"This camera fell short of my expectations, nobody in my family likes it.",0
"Worst restaurant I've ever bought, the build quality is awful.",0
"This hotel is terrible, it never does what it promises.",0
