applicant_id,age,income_annual,employment_type,home_ownership,loan_purpose,education,loan_amount,credit_score,debt_to_income_ratio,default
A00317,56,64996.0,Self-Employed,Rent,Auto,Bachelor,2181.0,722.0,0.42,1
A00318,56,,Salaried,Own,Auto,High School,938.0,756.0,0.288,0
A00319,66,62147.0,Salaried,Mortgage,Medical,Bachelor,2085.0,658.0,0.504,1
A00320,58,49083.0,Salaried,Own,Home Improvement,High School,2946.0,758.0,0.359,0
A00321,36,71081.0,Salaried,Rent,Auto,Bachelor,5951.0,591.0,0.633,1
A00322,26,65106.0,Salaried,Mortgage,Business,Bachelor,1571.0,590.0,0.278,0
A00323,51,64285.0,Salaried,Rent,Business,Bachelor,2905.0,601.0,0.575,1
A00324,65,68487.0,Salaried,Mortgage,Auto,High School,1822.0,681.0,0.447,0
A00325,68,32327.0,Salaried,Mortgage,Education,Master,895.0,758.0,0.353,1
A00326,32,64453.0,Self-Employed,Mortgage,Auto,Bachelor,5983.0,641.0,0.459,0
A00327,32,114997.0,Retired,Mortgage,Education,High School,3059.0,664.0,0.397,1
A00328,22,,Salaried,Mortgage,Business,High School,3649.0,666.0,0.413,1
A00329,27,71971.0,Self-Employed,Mortgage,Education,Bachelor,6537.0,717.0,0.346,1
A00330,48,71098.0,Salaried,Own,Auto,High School,2082.0,649.0,0.254,1
A00331,47,29823.0,Salaried,Own,Business,High School,1141.0,645.0,0.311,0
A00332,39,58067.0,Salaried,Own,Medical,High School,1554.0,593.0,0.106,1
A00333,36,90862.0,Salaried,Rent,Medical,High School,1080.0,,0.48,0
A00334,61,61618.0,Salaried,Mortgage,Medical,Bachelor,5072.0,757.0,0.189,0
A00335,43,102176.0,Salaried,Own,Auto,Bachelor,7635.0,,0.34,1
A00336,60,99845.0,Salaried,Rent,Business,High School,2952.0,,0.456,1
A00337,68,57669.0,Salaried,Own,Education,Bachelor,4076.0,760.0,0.497,1
A00338,36,73917.0,Salaried,Mortgage,Education,High School,4707.0,642.0,0.103,1
A00339,30,118519.0,Salaried,Rent,Auto,High School,6832.0,772.0,0.354,1
A00340,67,41703.0,Salaried,Rent,Medical,High School,7384.0,,0.472,1
A00341,52,,Salaried,Rent,Business,Master,678.0,684.0,0.361,1
A00342,35,40309.0,Salaried,Mortgage,Education,,1847.0,583.0,0.565,0
A00343,51,51517.0,Salaried,Rent,Home Improvement,Bachelor,2734.0,829.0,0.243,0
A00344,46,131895.0,Salaried,Own,Home Improvement,High School,1730.0,705.0,0.047,0
A00345,65,62094.0,Salaried,Rent,Auto,High School,2298.0,659.0,0.483,1
A00346,33,34670.0,Retired,Rent,Business,High School,3469.0,757.0,0.299,0
A00347,69,48911.0,Salaried,Rent,Education,Master,468.0,726.0,0.089,0
A00348,66,38918.0,Salaried,Mortgage,Home Improvement,High School,3417.0,765.0,0.353,1
A00349,29,74942.0,Salaried,Own,Auto,PhD,4621.0,637.0,0.553,0
A00350,29,82534.0,Retired,Rent,Education,Bachelor,2785.0,716.0,0.171,1
A00351,47,96206.0,Self-Employed,Mortgage,Education,Bachelor,415.0,603.0,0.702,1
A00352,23,89060.0,Self-Employed,Mortgage,Auto,Master,2190.0,723.0,0.232,0
A00353,35,42361.0,Retired,Rent,Business,High School,3278.0,694.0,0.386,0
A00354,42,81015.0,Salaried,Mortgage,Medical,Master,4813.0,698.0,0.185,0
A00355,68,67424.0,Retired,Mortgage,Auto,High School,4417.0,685.0,0.376,1
A00356,69,101388.0,Salaried,Mortgage,Medical,Master,2569.0,664.0,0.338,1
A00357,28,92783.0,Self-Employed,Own,Home Improvement,Bachelor,1785.0,624.0,0.132,0
A00358,64,138746.0,Salaried,Own,Business,High School,2659.0,731.0,0.78,1
A00359,25,50252.0,Salaried,Own,Medical,Master,759.0,777.0,0.28,0
A00360,57,47802.0,Retired,Rent,Education,High School,1885.0,659.0,0.288,0
A00361,62,59318.0,Salaried,Rent,Auto,High School,5298.0,716.0,0.522,0
A00362,64,68387.0,Retired,Mortgage,Home Improvement,Master,2623.0,723.0,0.634,0
A00363,31,55278.0,Salaried,Mortgage,Business,Bachelor,3367.0,681.0,0.537,1
A00364,64,51155.0,Self-Employed,Rent,Medical,Master,1040.0,581.0,0.176,0
A00365,26,79072.0,Retired,Rent,Home Improvement,Bachelor,4793.0,610.0,0.4,1
A00366,46,59254.0,Salaried,Rent,Auto,Bachelor,2473.0,629.0,0.08,0
A00367,44,54464.0,Retired,Mortgage,Business,High School,3300.0,556.0,0.503,1
A00368,36,42335.0,Self-Employed,Rent,Auto,High School,3718.0,772.0,0.131,0
A00369,22,30582.0,Self-Employed,Mortgage,Auto,PhD,4656.0,704.0,0.275,1
A00370,58,112847.0,Salaried,Mortgage,Medical,High School,3038.0,678.0,0.358,0
A00371,37,111560.0,Salaried,Rent,Education,Bachelor,2530.0,538.0,0.424,0
A00372,53,93834.0,Self-Employed,Mortgage,Home Improvement,High School,1219.0,561.0,0.315,1
A00373,41,85710.0,Salaried,Mortgage,Education,,978.0,680.0,0.581,1
A00374,39,57342.0,Salaried,Mortgage,Business,Bachelor,2975.0,808.0,0.474,0
A00375,64,86997.0,Salaried,Mortgage,Business,Master,3330.0,635.0,0.458,0
A00376,25,46646.0,Unemployed,Mortgage,Business,Master,3630.0,676.0,0.189,1
A00377,57,73273.0,Salaried,Rent,Home Improvement,Master,1579.0,649.0,0.611,1
A00378,57,52865.0,Self-Employed,Mortgage,Education,High School,1897.0,,0.24,0
A00379,39,87130.0,Retired,Own,Education,Bachelor,2958.0,774.0,0.621,0
A00380,33,121632.0,Salaried,Rent,Auto,High School,2075.0,658.0,0.658,0
A00381,21,48847.0,Salaried,Mortgage,Auto,,9291.0,635.0,0.484,1
A00382,66,58332.0,Self-Employed,Rent,Home Improvement,High School,1873.0,772.0,0.514,1
A00383,67,72781.0,Salaried,Own,Medical,Bachelor,3456.0,683.0,0.02,0
A00384,32,35995.0,Self-Employed,Mortgage,Education,High School,4319.0,751.0,0.357,1
A00385,22,39523.0,Self-Employed,Mortgage,Auto,Master,4473.0,635.0,0.549,0
A00386,27,120240.0,Self-Employed,Rent,Medical,,2051.0,771.0,0.494,0
A00387,24,79198.0,Salaried,Own,Business,Master,3752.0,698.0,0.181,1
A00388,61,56237.0,Self-Employed,Rent,Education,High School,3474.0,708.0,0.324,1
A00389,64,70007.0,Self-Employed,Mortgage,Business,PhD,3839.0,689.0,0.02,0
A00390,28,,Salaried,Mortgage,Business,High School,2921.0,647.0,0.427,1
A00391,57,73563.0,Self-Employed,Mortgage,Business,High School,4363.0,680.0,0.085,0
A00392,29,60190.0,Retired,Own,Auto,High School,3130.0,666.0,0.535,0
A00393,38,68059.0,Self-Employed,Mortgage,Business,High School,1113.0,742.0,0.532,0
A00394,50,89976.0,Salaried,Mortgage,Auto,Bachelor,3090.0,667.0,0.289,1
A00395,56,87839.0,Salaried,Mortgage,Education,High School,3305.0,583.0,0.439,0
A00396,63,117600.0,Salaried,Mortgage,Business,,4221.0,571.0,0.328,0
A00397,23,81238.0,Salaried,Mortgage,Business,Bachelor,2989.0,568.0,0.397,1
A00398,30,71608.0,Salaried,Own,Auto,Master,6871.0,720.0,0.207,1
A00399,34,124370.0,Retired,Own,Home Improvement,Bachelor,2589.0,620.0,0.45,0
A00400,36,65536.0,Salaried,Own,Auto,Bachelor,1967.0,,0.113,0
A00401,69,31473.0,Unemployed,Own,Medical,High School,5660.0,629.0,0.129,1
A00402,59,94268.0,Salaried,Mortgage,Home Improvement,Master,2534.0,676.0,0.34,0
A00403,36,77746.0,Salaried,Own,Medical,High School,2825.0,708.0,0.329,0
A00404,68,70400.0,Salaried,Rent,Business,High School,3296.0,690.0,0.405,1
A00405,45,95198.0,Salaried,Own,Medical,High School,3149.0,504.0,0.262,1
A00406,45,60372.0,Self-Employed,Own,Business,Bachelor,3815.0,,0.652,1
A00407,42,31953.0,Retired,Rent,Business,Bachelor,4024.0,723.0,0.412,0
A00408,28,95901.0,Unemployed,Mortgage,Business,Bachelor,1866.0,727.0,0.391,0
A00409,66,55544.0,Salaried,Mortgage,Auto,High School,1283.0,,0.387,0
A00410,21,49518.0,Self-Employed,Rent,Business,Bachelor,1388.0,591.0,0.509,1
A00411,29,32482.0,Salaried,Rent,Auto,,5316.0,657.0,0.485,0
A00412,32,92903.0,Retired,Rent,Home Improvement,High School,2408.0,593.0,0.424,1
A00413,34,28168.0,Salaried,Own,Auto,Bachelor,4291.0,779.0,0.506,0
A00414,27,109426.0,Salaried,Mortgage,Auto,Bachelor,4139.0,746.0,0.088,1
A00415,21,62466.0,Salaried,Rent,Home Improvement,Bachelor,2818.0,703.0,0.096,0
A00416,54,94553.0,Salaried,Rent,Auto,High School,1569.0,691.0,0.344,0
A00417,68,82138.0,Salaried,Own,Education,Bachelor,4177.0,770.0,0.336,0
A00418,26,133361.0,Retired,Mortgage,Business,High School,2793.0,774.0,0.443,0
A00419,35,81325.0,Self-Employed,Mortgage,Auto,High School,1233.0,755.0,0.358,0
A00420,45,107874.0,Retired,Own,Auto,High School,2081.0,725.0,0.443,1
A00421,66,57685.0,Salaried,Rent,Medical,Bachelor,916.0,657.0,0.168,0
A00422,55,39470.0,Self-Employed,Mortgage,Auto,High School,2119.0,730.0,0.364,1
A00423,58,100010.0,Salaried,Mortgage,Auto,Bachelor,2923.0,733.0,0.158,0
A00424,49,39084.0,Salaried,Own,Auto,High School,2578.0,668.0,0.428,0
A00425,41,92522.0,Salaried,Mortgage,Education,Master,2416.0,657.0,0.076,1
A00426,30,47504.0,Salaried,Own,Education,,2880.0,754.0,0.42,0
A00427,63,78298.0,Self-Employed,Mortgage,Auto,Bachelor,3696.0,788.0,0.144,1
A00428,60,134357.0,Salaried,Own,Business,Master,4565.0,631.0,0.303,0
A00429,22,89844.0,Salaried,Rent,Business,Bachelor,4877.0,663.0,0.501,0
A00430,56,65638.0,Self-Employed,Own,Auto,High School,1725.0,703.0,0.392,0
A00431,25,82838.0,Salaried,Mortgage,Education,Bachelor,5141.0,,0.122,0
A00432,57,58426.0,Retired,Own,Home Improvement,PhD,2761.0,661.0,0.263,1
A00433,61,154755.0,Salaried,Own,Medical,PhD,2278.0,802.0,0.129,0
A00434,27,54081.0,Unemployed,Own,Education,High School,1418.0,647.0,0.104,0
A00435,42,68218.0,Self-Employed,Own,Medical,Master,384.0,715.0,0.369,0
A00436,27,86877.0,Self-Employed,Own,Auto,High School,3554.0,794.0,0.446,1
A00437,48,80648.0,Self-Employed,Mortgage,Business,High School,3472.0,651.0,0.429,0
A00438,66,83975.0,Unemployed,Rent,Home Improvement,Bachelor,1956.0,614.0,0.447,0
A00439,24,58856.0,Self-Employed,Own,Home Improvement,Bachelor,1984.0,599.0,0.358,0
A00440,40,64671.0,Salaried,Mortgage,Auto,Bachelor,2532.0,669.0,0.321,0
A00441,68,98270.0,Salaried,Mortgage,Education,Master,2234.0,583.0,0.196,1
A00442,35,96450.0,Self-Employed,Own,Auto,High School,1683.0,729.0,0.289,1
A00443,27,81351.0,Salaried,Mortgage,Education,Bachelor,1320.0,707.0,0.157,0
A00444,44,112986.0,Salaried,Own,Education,Bachelor,5199.0,662.0,0.237,0
A00445,45,99740.0,Salaried,Own,Business,High School,2071.0,673.0,0.37,1
A00446,53,95360.0,Salaried,Mortgage,Auto,Bachelor,3470.0,729.0,0.343,0
A00447,36,38843.0,Salaried,Rent,Home Improvement,PhD,3829.0,606.0,0.839,1
A00448,67,80991.0,Self-Employed,Rent,Auto,Bachelor,3561.0,,0.161,0
A00449,46,75722.0,Self-Employed,Rent,Auto,High School,3971.0,725.0,0.347,0
A00450,35,118545.0,Unemployed,Mortgage,Home Improvement,Bachelor,3560.0,504.0,0.145,1
A00451,68,24709.0,Salaried,Own,Business,PhD,1822.0,725.0,0.314,1
A00452,66,66839.0,Salaried,Mortgage,Education,Master,2299.0,571.0,0.308,0
A00453,45,73477.0,Self-Employed,Own,Medical,Bachelor,5088.0,672.0,0.498,0
A00454,22,47292.0,Salaried,Own,Auto,Bachelor,2017.0,604.0,0.295,1
A00455,50,50456.0,Self-Employed,Own,Auto,Bachelor,2760.0,773.0,0.338,0
A00456,48,118693.0,Salaried,Mortgage,Medical,Master,3730.0,605.0,0.295,0
A00457,28,83857.0,Retired,Mortgage,Education,Master,6139.0,588.0,0.162,0
A00458,52,134479.0,Salaried,Own,Business,Master,4885.0,689.0,0.263,0
A00459,62,66401.0,Unemployed,Rent,Auto,Bachelor,1521.0,593.0,0.3,1
A00460,26,41827.0,Self-Employed,Mortgage,Business,High School,3376.0,582.0,0.385,1
A00461,56,63014.0,Salaried,Rent,Business,Bachelor,3166.0,714.0,0.449,1
A00462,27,59197.0,Self-Employed,Own,Auto,High School,2309.0,551.0,0.327,1
A00463,57,91007.0,Salaried,Mortgage,Auto,High School,2827.0,613.0,0.321,1
A00464,41,,Self-Employed,Own,Education,Bachelor,1830.0,643.0,0.098,1
A00465,21,85385.0,Self-Employed,Mortgage,Business,Bachelor,2513.0,732.0,0.44,0
A00466,68,150969.0,Salaried,Own,Business,Master,2063.0,764.0,0.25,0
A00467,29,110460.0,Salaried,Own,Business,Master,2963.0,,0.47,1
A00468,50,,Self-Employed,Mortgage,Education,Master,2254.0,670.0,0.561,0
A00469,29,100973.0,Salaried,Mortgage,Auto,Master,6416.0,522.0,0.341,1
A00470,66,71730.0,Retired,Own,Medical,Bachelor,3001.0,720.0,0.209,0
A00471,57,65745.0,Self-Employed,Rent,Auto,High School,2670.0,776.0,0.36,0
A00472,60,115742.0,Self-Employed,Own,Business,Bachelor,2445.0,760.0,0.409,1
A00473,42,50540.0,Salaried,Mortgage,Auto,High School,2258.0,710.0,0.316,1
A00474,43,98434.0,Self-Employed,Mortgage,Education,High School,1236.0,603.0,0.269,1
A00475,52,92634.0,Retired,Mortgage,Medical,High School,4331.0,661.0,0.449,0
A00476,59,50205.0,Salaried,Mortgage,Medical,Master,5682.0,806.0,0.459,0
A00477,62,38403.0,Salaried,Own,Business,Bachelor,2006.0,588.0,0.314,0
A00478,21,68864.0,Salaried,Rent,Education,Master,5069.0,605.0,0.124,0
A00479,53,24012.0,Salaried,Own,Home Improvement,PhD,9201.0,741.0,0.533,0
A00480,26,105370.0,Self-Employed,Own,Home Improvement,Master,7489.0,652.0,0.256,1
A00481,35,80877.0,Salaried,Mortgage,Home Improvement,High School,5572.0,603.0,0.403,0
A00482,61,117188.0,Self-Employed,Rent,Business,Master,1347.0,779.0,0.376,1
A00483,33,78860.0,Salaried,Rent,Business,Master,1328.0,710.0,0.072,0
A00484,60,120226.0,Salaried,Rent,Business,Master,3989.0,655.0,0.372,0
A00485,43,56987.0,Salaried,Rent,Education,High School,2779.0,606.0,0.442,1
A00486,32,85285.0,Unemployed,Rent,Education,High School,647.0,753.0,0.448,1
A00487,37,61366.0,Self-Employed,Mortgage,Medical,Master,2158.0,678.0,0.378,0
A00488,47,68091.0,Salaried,Rent,Auto,High School,3857.0,771.0,0.07,0
A00489,58,73385.0,Self-Employed,Mortgage,Auto,Bachelor,2530.0,738.0,0.552,0
A00490,50,80783.0,Salaried,Mortgage,Home Improvement,Bachelor,2798.0,646.0,0.422,1
A00491,66,54238.0,Salaried,Mortgage,Auto,High School,1321.0,647.0,0.177,0
A00492,63,83782.0,Salaried,Mortgage,Medical,High School,2149.0,774.0,0.24,0
A00493,57,72050.0,Retired,Own,Business,PhD,3967.0,790.0,0.401,0
A00494,50,42621.0,Self-Employed,Mortgage,Auto,Master,2071.0,558.0,0.467,1
A00495,35,36540.0,Self-Employed,Mortgage,Home Improvement,Master,5268.0,716.0,0.32,0
A00496,41,105520.0,Salaried,Rent,Auto,High School,2847.0,672.0,0.482,0
A00497,26,30465.0,Salaried,Mortgage,Home Improvement,,3514.0,613.0,0.116,1
A00498,39,66885.0,Self-Employed,Rent,Business,Bachelor,3914.0,697.0,0.211,0
A00499,66,41083.0,Salaried,Mortgage,Auto,Bachelor,3810.0,592.0,0.068,1
A00500,41,127882.0,Retired,Rent,Auto,High School,1508.0,665.0,0.219,1
A00501,26,86909.0,Self-Employed,Own,Education,Master,1672.0,628.0,0.582,0
A00502,52,79996.0,Salaried,Rent,Education,PhD,637.0,648.0,0.661,1
A00503,68,52528.0,Self-Employed,Mortgage,Auto,Bachelor,2289.0,,0.398,1
A00504,63,42416.0,Retired,Mortgage,Home Improvement,Bachelor,1581.0,629.0,0.265,1
A00505,34,75762.0,Salaried,Own,Auto,Bachelor,2045.0,782.0,0.325,0
A00506,43,70414.0,Self-Employed,Mortgage,Home Improvement,High School,2440.0,712.0,0.431,0
A00507,47,47559.0,Retired,Mortgage,Auto,High School,3036.0,812.0,0.135,0
A00508,33,46980.0,Salaried,Rent,Home Improvement,Bachelor,2541.0,670.0,0.28,0
A00509,34,46164.0,Retired,Rent,Auto,Bachelor,2513.0,659.0,0.582,1
A00510,32,45617.0,Salaried,Rent,Education,Bachelor,3366.0,794.0,0.215,0
A00511,69,56319.0,Self-Employed,Mortgage,Medical,Master,2716.0,642.0,0.252,0
A00512,57,80006.0,Self-Employed,Mortgage,Auto,High School,4500.0,668.0,0.369,1
A00513,62,84949.0,Self-Employed,Rent,Business,High School,2734.0,727.0,0.402,0
A00514,61,69889.0,Salaried,Rent,Auto,High School,6146.0,600.0,0.283,1
A00515,67,74501.0,Self-Employed,Mortgage,Medical,High School,1456.0,726.0,0.367,0
A00516,26,86445.0,Salaried,Rent,Medical,Bachelor,2277.0,718.0,0.449,1
A00517,64,33540.0,Salaried,Mortgage,Business,Master,1834.0,763.0,0.661,0
A00518,24,76630.0,Salaried,Rent,Auto,Master,3119.0,738.0,0.343,1
A00519,44,112362.0,Self-Employed,Rent,Auto,Bachelor,1465.0,764.0,0.348,1
A00520,50,66257.0,Salaried,Rent,Auto,Bachelor,1050.0,673.0,0.584,1
A00521,38,103882.0,Salaried,Own,Education,High School,1645.0,,0.272,0
A00522,28,66698.0,Retired,Mortgage,Auto,Bachelor,1102.0,832.0,0.156,0
A00523,30,,Salaried,Own,Home Improvement,High School,2466.0,581.0,0.396,1
A00524,61,79409.0,Salaried,Rent,Medical,Master,3047.0,587.0,0.523,1
A00525,36,45906.0,Salaried,Mortgage,Business,Bachelor,941.0,717.0,0.41,0
A00526,36,49629.0,Salaried,Rent,Education,High School,2180.0,786.0,0.349,1
A00527,66,120224.0,Self-Employed,Rent,Auto,High School,4866.0,692.0,0.145,0
A00528,28,95717.0,Salaried,Own,Medical,High School,5626.0,745.0,0.359,0
A00529,65,68323.0,Salaried,Mortgage,Education,Master,4141.0,550.0,0.553,1
A00530,66,65086.0,Retired,Mortgage,Education,High School,458.0,663.0,0.167,0
A00531,50,52652.0,Unemployed,Mortgage,Education,High School,2878.0,498.0,0.33,0
A00532,29,81891.0,Self-Employed,Own,Medical,High School,5148.0,731.0,0.311,0
A00533,28,54243.0,Unemployed,Own,Home Improvement,Master,2051.0,519.0,0.257,1
A00534,34,62050.0,Retired,Mortgage,Auto,Bachelor,1243.0,612.0,0.393,1
A00535,49,56239.0,Salaried,Mortgage,Medical,Bachelor,4916.0,713.0,0.443,0
A00536,28,93476.0,Self-Employed,Mortgage,Auto,Bachelor,5348.0,749.0,0.432,0
A00537,43,67305.0,Self-Employed,Own,Education,High School,2709.0,,0.216,0
A00538,26,74706.0,Salaried,Mortgage,Business,Master,1253.0,717.0,0.108,0
A00539,47,46221.0,Salaried,Mortgage,Auto,High School,858.0,715.0,0.395,1
A00540,22,,Salaried,Mortgage,Medical,High School,3289.0,666.0,0.292,1
A00541,55,75307.0,Self-Employed,Rent,Education,Bachelor,1857.0,609.0,0.633,1
A00542,23,39111.0,Self-Employed,Mortgage,Auto,High School,2599.0,717.0,0.653,1
A00543,30,65490.0,Self-Employed,Mortgage,Home Improvement,High School,2449.0,720.0,0.66,1
A00544,29,70665.0,Salaried,Rent,Education,Master,1581.0,738.0,0.216,0
A00545,61,44236.0,Salaried,Mortgage,Business,Bachelor,825.0,700.0,0.441,1
A00546,23,,Salaried,Mortgage,Education,High School,2100.0,604.0,0.487,1
A00547,42,80449.0,Salaried,Own,Home Improvement,High School,2957.0,725.0,0.475,1
A00548,49,67126.0,Retired,Own,Education,Bachelor,3030.0,695.0,0.31,1
A00549,46,54680.0,Unemployed,Own,Education,High School,1778.0,589.0,0.552,1
A00550,54,38614.0,Retired,Rent,Business,High School,5241.0,676.0,0.391,1
A00551,60,99167.0,Unemployed,Rent,Education,Bachelor,1343.0,575.0,0.373,1
A00552,40,60002.0,Retired,Own,Education,Bachelor,369.0,753.0,0.121,0
A00553,61,41825.0,Salaried,Own,Home Improvement,PhD,4596.0,588.0,0.48,0
A00554,36,54136.0,Salaried,Mortgage,Medical,Bachelor,2890.0,615.0,0.327,0
A00555,69,83569.0,Salaried,Mortgage,Business,High School,2105.0,659.0,0.427,0
A00556,45,77416.0,Salaried,Mortgage,Business,Bachelor,3546.0,785.0,0.399,0
A00557,57,47633.0,Salaried,Rent,Home Improvement,Bachelor,2356.0,749.0,0.392,0
A00558,63,105794.0,Salaried,Rent,Home Improvement,High School,1047.0,573.0,0.346,1
A00559,59,41638.0,Retired,Mortgage,Medical,Bachelor,1267.0,783.0,0.477,0
A00560,62,114100.0,Salaried,Rent,Education,High School,2292.0,768.0,0.326,0
A00561,47,76216.0,Retired,Mortgage,Auto,Master,1937.0,619.0,0.139,1
A00562,23,61628.0,Self-Employed,Mortgage,Business,Master,4552.0,516.0,0.458,1
A00563,45,64709.0,Self-Employed,Rent,Home Improvement,Bachelor,1879.0,675.0,0.237,1
A00564,29,73062.0,Self-Employed,Own,Education,PhD,1811.0,753.0,0.159,0
A00565,64,85958.0,Salaried,Rent,Auto,PhD,1671.0,783.0,0.202,1
A00566,32,36412.0,Self-Employed,Rent,Education,High School,1570.0,,0.405,0
A00567,32,53515.0,Salaried,Rent,Medical,Bachelor,1607.0,794.0,0.345,0
A00568,33,72216.0,Retired,Mortgage,Home Improvement,Bachelor,1149.0,550.0,0.035,0
A00569,52,107334.0,Salaried,Mortgage,Auto,High School,2986.0,656.0,0.301,1
A00570,48,105771.0,Salaried,Rent,Business,,2498.0,653.0,0.532,0
A00571,67,123175.0,Self-Employed,Rent,Business,High School,2444.0,,0.288,0
A00572,41,103845.0,Self-Employed,Mortgage,Home Improvement,PhD,904.0,764.0,0.328,0
A00573,34,52107.0,Salaried,Rent,Auto,Bachelor,3361.0,742.0,0.526,0
A00574,23,70559.0,Self-Employed,Mortgage,Home Improvement,Master,3562.0,592.0,0.484,1
A00575,21,104081.0,Salaried,Mortgage,Business,Bachelor,6017.0,736.0,0.521,1
A00576,39,100228.0,Self-Employed,Rent,Business,High School,3472.0,713.0,0.02,0
A00577,66,65882.0,Salaried,Mortgage,Auto,Master,6645.0,,0.64,1
A00578,46,85079.0,Salaried,Mortgage,Medical,High School,1761.0,546.0,0.452,1
A00579,64,59883.0,Salaried,Rent,Business,High School,6151.0,747.0,0.75,1
A00580,25,40542.0,Salaried,Rent,Education,Bachelor,3501.0,668.0,0.259,1
A00581,25,67967.0,Salaried,Rent,Education,Bachelor,3270.0,596.0,0.1,0
A00582,61,66495.0,Salaried,Mortgage,Medical,High School,2386.0,666.0,0.362,0
A00583,26,58867.0,Salaried,Rent,Medical,High School,2091.0,704.0,0.319,0
A00584,23,86085.0,Salaried,Own,Auto,High School,1844.0,675.0,0.454,0
A00585,40,65092.0,Salaried,Mortgage,Education,High School,6271.0,579.0,0.54,0
A00586,66,81686.0,Salaried,Mortgage,Auto,High School,2347.0,803.0,0.346,1
A00587,54,92837.0,Self-Employed,Rent,Home Improvement,Bachelor,3567.0,745.0,0.325,1
A00588,25,158465.0,Retired,Rent,Home Improvement,High School,4053.0,673.0,0.436,0
A00589,62,,Salaried,Rent,Education,High School,3962.0,661.0,0.329,0
A00590,62,107910.0,Retired,Mortgage,Auto,Bachelor,2994.0,718.0,0.307,0
A00591,60,77009.0,Salaried,Mortgage,Auto,Bachelor,6105.0,607.0,0.529,1
A00592,65,78632.0,Salaried,Mortgage,Medical,High School,3402.0,701.0,0.552,0
A00593,32,68716.0,Self-Employed,Mortgage,Home Improvement,High School,1810.0,594.0,0.52,0
A00594,68,74576.0,Self-Employed,Own,Medical,High School,2156.0,675.0,0.333,0
A00595,36,65309.0,Unemployed,Mortgage,Auto,PhD,934.0,544.0,0.033,1
A00596,60,100733.0,Salaried,Rent,Auto,High School,3178.0,607.0,0.337,1
A00597,49,54209.0,Self-Employed,Rent,Auto,High School,3712.0,787.0,0.257,0
A00598,59,40411.0,Salaried,Rent,Home Improvement,Bachelor,3883.0,,0.359,0
A00599,51,58183.0,Salaried,Mortgage,Business,High School,3511.0,693.0,0.267,0
A00600,52,56004.0,Salaried,Mortgage,Medical,High School,2386.0,549.0,0.36,0
A00601,51,58172.0,Retired,Own,Education,High School,2656.0,656.0,0.208,0
A00602,59,67414.0,Salaried,Mortgage,Home Improvement,Bachelor,2664.0,710.0,0.17,0
A00603,57,58249.0,Unemployed,Mortgage,Education,Bachelor,4559.0,633.0,0.557,1
A00604,27,67071.0,Self-Employed,Mortgage,Home Improvement,Bachelor,691.0,540.0,0.208,1
A00605,61,58313.0,Self-Employed,Own,Home Improvement,Master,2006.0,693.0,0.36,1
A00606,47,82321.0,Self-Employed,Rent,Medical,High School,1392.0,704.0,0.498,0
A00607,36,157867.0,Unemployed,Mortgage,Home Improvement,Master,7565.0,703.0,0.502,1
A00608,46,76446.0,Salaried,Mortgage,Auto,Bachelor,5074.0,637.0,0.489,1
A00609,68,59159.0,Salaried,Own,Business,Master,2058.0,534.0,0.406,0
A00610,63,29762.0,Self-Employed,Mortgage,Auto,Bachelor,1062.0,615.0,0.469,0
A00611,61,136231.0,Salaried,Mortgage,Medical,Bachelor,1289.0,,0.559,1
A00612,43,78009.0,Salaried,Mortgage,Auto,High School,4539.0,728.0,0.431,1
A00613,59,66856.0,Salaried,Mortgage,Auto,Bachelor,915.0,503.0,0.079,1
A00614,39,30297.0,Salaried,Own,Auto,High School,2668.0,651.0,0.297,0
A00615,54,68117.0,Salaried,Rent,Education,Bachelor,4128.0,773.0,0.473,0
A00616,52,,Salaried,Own,Medical,High School,1195.0,680.0,0.261,0
A00617,33,58388.0,Retired,Mortgage,Education,High School,2664.0,753.0,0.607,1
A00618,34,42977.0,Salaried,Own,Education,Master,2073.0,573.0,0.355,1
A00619,23,42020.0,Retired,Mortgage,Home Improvement,Bachelor,1911.0,591.0,0.376,1
A00620,27,137102.0,Retired,Mortgage,Home Improvement,Bachelor,1744.0,788.0,0.523,0
A00621,42,73568.0,Salaried,Rent,Auto,High School,4322.0,687.0,0.34,1
A00622,44,58370.0,Self-Employed,Mortgage,Education,Bachelor,5651.0,,0.405,1
A00623,29,71978.0,Self-Employed,Mortgage,Business,Master,2282.0,607.0,0.494,1
A00624,41,70205.0,Self-Employed,Own,Business,Bachelor,3279.0,687.0,0.143,0
A00625,50,,Salaried,Own,Education,Bachelor,2692.0,606.0,0.327,1
A00626,32,98213.0,Salaried,Mortgage,Business,Bachelor,764.0,757.0,0.477,1
A00627,37,66228.0,Salaried,Mortgage,Auto,High School,2226.0,850.0,0.37,0
A00628,39,73936.0,Self-Employed,Mortgage,Education,Bachelor,654.0,711.0,0.573,0
A00629,45,118693.0,Retired,Rent,Business,PhD,1993.0,,0.119,0
A00630,38,43413.0,Self-Employed,Rent,Business,Bachelor,2615.0,515.0,0.115,0
A00631,57,53223.0,Self-Employed,Rent,Home Improvement,Bachelor,3935.0,571.0,0.488,1
A00632,37,79535.0,Retired,Mortgage,Auto,Bachelor,3118.0,796.0,0.492,0
A00633,42,97481.0,Self-Employed,Rent,Auto,,4401.0,613.0,0.335,1
A00634,39,56439.0,Salaried,Mortgage,Auto,PhD,1549.0,656.0,0.418,1
